variable_name;pressure;temperature;wind_speed;roughness_length;temperature;wind_speed
2010-01-01 00:00:22+01:00;99414.6;266.48;63.17919598;0.15;266.45;66.03919598
2010-01-01 00:00:23+01:00;99489.6;266.09;63.54643216;0.15;266.03;65.88643216
2010-01-01 00:00:24+01:00;99571.5;265.77;63.13366834;0.15;265.72;65.73366834
2010-01-01 00:00:25+01:00;99650.6;265.5;62.90090452;0.15;265.47;65.58090452
2010-01-01 00:00:26+01:00;99725.8;265.17;62.5081407;0.15;265.1;65.4281407
2010-01-01 00:00:27+01:00;99808.4;264.52;62.76537688;0.15;264.48;65.27537688
2010-01-01 00:00:28+01:00;99902.3;263.77;62.55261307;0.15;263.74;65.12261307
2010-01-01 00:00:29+01:00;99984;262.95;62.21984925;0.15;262.88;64.96984925
2010-01-01 00:00:30+01:00;100051;262.39;62.64708543;0.15;262.36;64.81708543
2010-01-01 00:00:31+01:00;100127;261.87;61.75432161;0.15;261.83;64.66432161
2010-01-01 00:00:32+01:00;100213;261.44;61.49155779;0.15;261.4;64.51155779
2010-01-01 00:00:33+01:00;100301;261.65;61.39879397;0.15;261.62;64.35879397
2010-01-01 00:00:34+01:00;100361;261.92;61.22603015;0.15;261.89;64.20603015
2010-01-01 00:00:35+01:00;100411;262.18;60.97326633;0.15;262.13;64.05326633
2010-01-01 00:00:36+01:00;100456;262.4;60.85050251;0.15;262.34;63.90050251
2010-01-01 00:00:37+01:00;100502;262.39;60.60773869;0.15;262.35;63.74773869
2010-01-01 00:00:38+01:00;100544;262.11;60.93497487;0.15;262.04;63.59497487
2010-01-01 00:00:39+01:00;100588;261.71;61.29221106;0.15;261.65;63.44221106
2010-01-01 00:00:40+01:00;100623;261.44;61.11944724;0.15;261.41;63.28944724
2010-01-01 00:00:41+01:00;100659;261.92;60.04668342;0.15;261.87;63.13668342
2010-01-01 00:00:42+01:00;100681;262.12;60.5339196;0.15;262.06;62.9839196
2010-01-01 00:00:43+01:00;100680;262.12;60.36115578;0.15;262.08;62.83115578
2010-01-01 00:00:44+01:00;100665;262.11;60.28839196;0.15;262.07;62.67839196
2010-01-01 00:00:45+01:00;100666;263.05;59.38562814;0.15;263;62.52562814
2010-01-01 00:00:46+01:00;100671;263.87;60.16286432;0.15;263.84;62.37286432
2010-01-01 00:00:47+01:00;100673;264.67;59.8401005;0.15;264.64;62.2201005
2010-01-01 00:00:48+01:00;100667;265.4;59.73733668;0.15;265.33;62.06733668
2010-01-01 00:00:49+01:00;100665;266.02;59.42457286;0.15;265.99;61.91457286
2010-01-01 00:00:50+01:00;100680;266.43;59.17180905;0.15;266.38;61.76180905
2010-01-01 00:00:51+01:00;100679;266.7;59.06904523;0.15;266.65;61.60904523
2010-01-01 00:00:52+01:00;100674;266.92;58.86628141;0.15;266.87;61.45628141
2010-01-01 00:00:53+01:00;100665;267.08;59.00351759;0.15;267.02;61.30351759
2010-01-01 00:00:54+01:00;100661;267.25;58.41075377;0.15;267.22;61.15075377
2010-01-01 00:00:55+01:00;100659;267.42;57.93798995;0.15;267.34;60.99798995
2010-01-01 00:00:56+01:00;100658;267.55;57.99522613;0.15;267.48;60.84522613
2010-01-01 00:00:57+01:00;100660;268.08;58.18246231;0.15;268.01;60.69246231
2010-01-01 00:00:58+01:00;100694;268.45;58.11969849;0.15;268.41;60.53969849
2010-01-01 00:00:59+01:00;100735;268.53;58.11693467;0.15;268.51;60.38693467
2010-01-01 00:01:00+01:00;100768;268.44;57.11417085;0.15;268.38;60.23417085
2010-01-01 00:01:01+01:00;100796;268.23;57.62140704;0.15;268.18;60.08140704
2010-01-01 00:01:02+01:00;100837;267.75;56.88864322;0.15;267.71;59.92864322
2010-01-01 00:01:03+01:00;100866;266.4;56.7758794;0.15;266.32;59.7758794
2010-01-01 00:01:04+01:00;100887;264.81;57.35311558;0.15;264.76;59.62311558
2010-01-01 00:01:05+01:00;100918;263.67;56.60035176;0.15;263.63;59.47035176
2010-01-01 00:01:06+01:00;100952;262.72;56.38758794;0.15;262.68;59.31758794
2010-01-01 00:01:07+01:00;100985;262;56.99482412;0.15;261.97;59.16482412
2010-01-01 00:01:08+01:00;100994;261.32;56.1420603;0.15;261.25;59.0120603
2010-01-01 00:01:09+01:00;101000;260.86;56.41929648;0.15;260.83;58.85929648
2010-01-01 00:01:10+01:00;101008;260.51;56.51653266;0.15;260.44;58.70653266
2010-01-01 00:01:11+01:00;101029;260.2;55.65376884;0.15;260.13;58.55376884
2010-01-01 00:01:12+01:00;101045;259.9;56.02100503;0.15;259.84;58.40100503
2010-01-01 00:01:13+01:00;101052;259.62;55.74824121;0.15;259.57;58.24824121
2010-01-01 00:01:14+01:00;101037;259.45;55.86547739;0.15;259.37;58.09547739
2010-01-01 00:01:15+01:00;100998;259.31;55.30271357;0.15;259.28;57.94271357
2010-01-01 00:01:16+01:00;100954;259.15;55.29994975;0.15;259.13;57.78994975
2010-01-01 00:01:17+01:00;100920;259.09;55.32718593;0.15;259.06;57.63718593
2010-01-01 00:01:18+01:00;100881;259.01;54.60442211;0.15;258.97;57.48442211
2010-01-01 00:01:19+01:00;100838;258.6;54.64165829;0.15;258.52;57.33165829
2010-01-01 00:01:20+01:00;100787;258.5;54.51889447;0.15;258.46;57.17889447
2010-01-01 00:01:21+01:00;100757;258.92;54.69613065;0.15;258.84;57.02613065
2010-01-01 00:01:22+01:00;100724;259.61;53.78336683;0.15;259.57;56.87336683
2010-01-01 00:01:23+01:00;100683;260.35;53.60060302;0.15;260.28;56.72060302
2010-01-01 00:01:24+01:00;100647;260.87;54.0678392;0.15;260.81;56.5678392
2010-01-01 00:01:25+01:00;100616;261.02;53.73507538;0.15;260.97;56.41507538
2010-01-01 00:01:26+01:00;100589;260.77;53.23231156;0.15;260.72;56.26231156
2010-01-01 00:01:27+01:00;100554;260.26;53.90954774;0.15;260.21;56.10954774
2010-01-01 00:01:28+01:00;100512;259.74;52.89678392;0.15;259.71;55.95678392
2010-01-01 00:01:29+01:00;100467;259.48;53.4940201;0.15;259.41;55.8040201
2010-01-01 00:01:30+01:00;100431;259.34;53.32125628;0.15;259.29;55.65125628
2010-01-01 00:01:31+01:00;100399;259.27;52.45849246;0.15;259.2;55.49849246
2010-01-01 00:01:32+01:00;100364;259.22;52.71572864;0.15;259.19;55.34572864
2010-01-01 00:01:33+01:00;100326;259.2;52.96296482;0.15;259.12;55.19296482
2010-01-01 00:01:34+01:00;100291;259.2;52.15020101;0.15;259.13;55.04020101
2010-01-01 00:01:35+01:00;100256;259.23;52.12743719;0.15;259.18;54.88743719
2010-01-01 00:01:36+01:00;100220;259.34;51.77467337;0.15;259.3;54.73467337
2010-01-01 00:01:37+01:00;100181;259.51;51.90190955;0.15;259.49;54.58190955
2010-01-01 00:01:38+01:00;100140;260.18;51.62914573;0.15;260.12;54.42914573
2010-01-01 00:01:39+01:00;100091;259.94;51.58638191;0.15;259.86;54.27638191
2010-01-01 00:01:40+01:00;100042;259.72;51.14361809;0.15;259.69;54.12361809
2010-01-01 00:01:41+01:00;99998.2;259.57;51.12085427;0.15;259.51;53.97085427
2010-01-01 00:01:42+01:00;99948.1;259.44;51.36809045;0.15;259.38;53.81809045
2010-01-01 00:01:43+01:00;99886.7;259.2;51.44532663;0.15;259.13;53.66532663
2010-01-01 00:01:44+01:00;99818.8;258.91;51.30256281;0.15;258.83;53.51256281
2010-01-01 00:01:45+01:00;99756.1;259.34;50.80979899;0.15;259.28;53.35979899
2010-01-01 00:01:46+01:00;99696.6;259.88;50.47703518;0.15;259.86;53.20703518
2010-01-01 00:01:47+01:00;99642.5;260.47;50.48427136;0.15;260.45;53.05427136
2010-01-01 00:01:48+01:00;99582.7;260.97;50.18150754;0.15;260.89;52.90150754
2010-01-01 00:01:49+01:00;99521.3;261.13;50.28874372;0.15;261.09;52.74874372
2010-01-01 00:01:50+01:00;99471.2;260.83;49.4759799;0.15;260.76;52.5959799
2010-01-01 00:01:51+01:00;99432.7;260.21;50.20321608;0.15;260.18;52.44321608
2010-01-01 00:01:52+01:00;99403.5;259.62;49.64045226;0.15;259.58;52.29045226
2010-01-01 00:01:53+01:00;99363.6;259.21;49.06768844;0.15;259.18;52.13768844
2010-01-01 00:01:54+01:00;99323.1;258.96;49.76492462;0.15;258.89;51.98492462
2010-01-01 00:01:55+01:00;99287.1;258.82;48.8121608;0.15;258.74;51.8321608
2010-01-01 00:01:56+01:00;99238.3;258.68;49.06939698;0.15;258.63;51.67939698
2010-01-01 00:01:57+01:00;99190.8;258.59;48.41663317;0.15;258.54;51.52663317
2010-01-01 00:01:58+01:00;99160.1;258.57;48.29386935;0.15;258.53;51.37386935
2010-01-01 00:01:59+01:00;99141.2;258.65;48.70110553;0.15;258.58;51.22110553
2010-01-01 00:02:00+01:00;99130.9;258.84;48.78834171;0.15;258.81;51.06834171
2010-01-01 00:02:01+01:00;99127.4;259.23;48.64557789;0.15;259.15;50.91557789
2010-01-01 00:02:02+01:00;99128.5;260.38;48.35281407;0.15;260.33;50.76281407
2010-01-01 00:02:03+01:00;99105.7;260.26;47.83005025;0.15;260.22;50.61005025
2010-01-01 00:02:04+01:00;99078.1;260.45;48.09728643;0.15;260.38;50.45728643
2010-01-01 00:02:05+01:00;99053.5;260.69;48.15452261;0.15;260.66;50.30452261
2010-01-01 00:02:06+01:00;99026.5;260.94;47.75175879;0.15;260.87;50.15175879
2010-01-01 00:02:07+01:00;99013.7;261.14;47.81899497;0.15;261.11;49.99899497
2010-01-01 00:02:08+01:00;99011.7;261.43;47.14623116;0.15;261.4;49.84623116
2010-01-01 00:02:09+01:00;99009.9;262.28;46.62346734;0.15;262.23;49.69346734
2010-01-01 00:02:10+01:00;99006.6;263.17;46.80070352;0.15;263.15;49.54070352
2010-01-01 00:02:11+01:00;99010.4;264.24;46.8479397;0.15;264.2;49.3879397
2010-01-01 00:02:12+01:00;99021;264.87;46.45517588;0.15;264.79;49.23517588
2010-01-01 00:02:13+01:00;99024.8;265.43;46.03241206;0.15;265.36;49.08241206
2010-01-01 00:02:14+01:00;99031.5;265.59;46.30964824;0.15;265.54;48.92964824
2010-01-01 00:02:15+01:00;99059.4;265.32;45.92688442;0.15;265.25;48.77688442
2010-01-01 00:02:16+01:00;99097.8;264.86;46.1741206;0.15;264.82;48.6241206
2010-01-01 00:02:17+01:00;99133.4;264.74;46.26135678;0.15;264.69;48.47135678
2010-01-01 00:02:18+01:00;99161;264.57;46.04859296;0.15;264.49;48.31859296
2010-01-01 00:02:19+01:00;99187.2;264.34;45.12582915;0.15;264.31;48.16582915
2010-01-01 00:02:20+01:00;99211.3;264.1;45.48306533;0.15;264.03;48.01306533
2010-01-01 00:02:21+01:00;99242.4;263.9;45.61030151;0.15;263.83;47.86030151
2010-01-01 00:02:22+01:00;99275.1;263.84;45.56753769;0.15;263.8;47.70753769
2010-01-01 00:02:23+01:00;99323.4;263.39;44.50477387;0.15;263.37;47.55477387
2010-01-01 00:02:24+01:00;99375.6;263.18;45.23201005;0.15;263.1;47.40201005
2010-01-01 00:02:25+01:00;99430.9;262.97;45.02924623;0.15;262.94;47.24924623
2010-01-01 00:02:26+01:00;99490.4;262.83;44.17648241;0.15;262.75;47.09648241
2010-01-01 00:02:27+01:00;99552.1;263.02;44.30371859;0.15;262.97;46.94371859
2010-01-01 00:02:28+01:00;99597.5;263.04;44.60095477;0.15;262.98;46.79095477
2010-01-01 00:02:29+01:00;99622.7;262.99;43.77819095;0.15;262.94;46.63819095
2010-01-01 00:02:30+01:00;99639.7;262.63;43.46542714;0.15;262.6;46.48542714
2010-01-01 00:02:31+01:00;99656.9;262.4;44.00266332;0.15;262.34;46.33266332
2010-01-01 00:02:32+01:00;99683.7;262.09;43.1898995;0.15;262.04;46.1798995
2010-01-01 00:02:33+01:00;99716.4;262.12;43.73713568;0.15;262.06;46.02713568
2010-01-01 00:02:34+01:00;99754.7;262.07;42.89437186;0.15;261.99;45.87437186
2010-01-01 00:02:35+01:00;99811.4;262.25;43.52160804;0.15;262.21;45.72160804
2010-01-01 00:02:36+01:00;99872;262.57;43.25884422;0.15;262.5;45.56884422
2010-01-01 00:02:37+01:00;99938.9;262.9;43.1860804;0.15;262.84;45.4160804
2010-01-01 00:02:38+01:00;100028;262.74;43.01331658;0.15;262.7;45.26331658
2010-01-01 00:02:39+01:00;100104;262.33;42.24055276;0.15;262.25;45.11055276
2010-01-01 00:02:40+01:00;100162;262.36;42.80778894;0.15;262.33;44.95778894
2010-01-01 00:02:41+01:00;100217;262.56;41.95502513;0.15;262.52;44.80502513
2010-01-01 00:02:42+01:00;100274;262.87;42.39226131;0.15;262.83;44.65226131
2010-01-01 00:02:43+01:00;100330;263.15;41.70949749;0.15;263.07;44.49949749
2010-01-01 00:02:44+01:00;100380;263.8;41.59673367;0.15;263.78;44.34673367
2010-01-01 00:02:45+01:00;100434;264.23;41.44396985;0.15;264.16;44.19396985
2010-01-01 00:02:46+01:00;100497;264.56;41.55120603;0.15;264.49;44.04120603
2010-01-01 00:02:47+01:00;100557;264.95;40.81844221;0.15;264.9;43.88844221
2010-01-01 00:02:48+01:00;100617;265.27;40.91567839;0.15;265.24;43.73567839
2010-01-01 00:02:49+01:00;100670;265.38;40.95291457;0.15;265.31;43.58291457
2010-01-01 00:02:50+01:00;100745;265.41;40.46015075;0.15;265.36;43.43015075
2010-01-01 00:02:51+01:00;100773;265.34;41.06738693;0.15;265.27;43.27738693
2010-01-01 00:02:52+01:00;100819;265.29;40.38462312;0.15;265.23;43.12462312
2010-01-01 00:02:53+01:00;100846;265.19;40.0018593;0.15;265.11;42.9718593
2010-01-01 00:02:54+01:00;100854;265.17;39.69909548;0.15;265.1;42.81909548
2010-01-01 00:02:55+01:00;100873;265.18;39.88633166;0.15;265.13;42.66633166
2010-01-01 00:02:56+01:00;100862;265.15;39.45356784;0.15;265.13;42.51356784
2010-01-01 00:02:57+01:00;100857;265.44;39.46080402;0.15;265.36;42.36080402
2010-01-01 00:02:58+01:00;100856;265.83;39.9380402;0.15;265.75;42.2080402
2010-01-01 00:02:59+01:00;100849;266.24;38.93527638;0.15;266.19;42.05527638
2010-01-01 00:03:00+01:00;100829;266.58;39.29251256;0.15;266.55;41.90251256
2010-01-01 00:03:01+01:00;100802;266.68;39.59974874;0.15;266.66;41.74974874
2010-01-01 00:03:02+01:00;100794;266.6;39.28698492;0.15;266.57;41.59698492
2010-01-01 00:03:03+01:00;100769;266.32;38.99422111;0.15;266.26;41.44422111
2010-01-01 00:03:04+01:00;100727;265.93;38.98145729;0.15;265.87;41.29145729
2010-01-01 00:03:05+01:00;100682;265.63;38.99869347;0.15;265.6;41.13869347
2010-01-01 00:03:06+01:00;100639;265.38;38.46592965;0.15;265.3;40.98592965
2010-01-01 00:03:07+01:00;100593;265.15;38.35316583;0.15;265.11;40.83316583
2010-01-01 00:03:08+01:00;100560;264.97;38.45040201;0.15;264.91;40.68040201
2010-01-01 00:03:09+01:00;100524;264.87;37.89763819;0.15;264.83;40.52763819
2010-01-01 00:03:10+01:00;100457;264.82;38.17487437;0.15;264.78;40.37487437
2010-01-01 00:03:11+01:00;100403;264.89;37.98211055;0.15;264.82;40.22211055
2010-01-01 00:03:12+01:00;100360;264.98;37.73934673;0.15;264.92;40.06934673
2010-01-01 00:03:13+01:00;100322;265.12;37.58658291;0.15;265.06;39.91658291
2010-01-01 00:03:14+01:00;100290;265.37;36.8738191;0.15;265.3;39.7638191
2010-01-01 00:03:15+01:00;100229;265.7;36.67105528;0.15;265.65;39.61105528
2010-01-01 00:03:16+01:00;100175;266.23;36.50829146;0.15;266.19;39.45829146
2010-01-01 00:03:17+01:00;100140;266.76;37.06552764;0.15;266.7;39.30552764
2010-01-01 00:03:18+01:00;100120;267.13;36.28276382;0.15;267.05;39.15276382
2010-01-01 00:03:19+01:00;100077;267.34;36.38;0.15;267.28;39
