variable_name,pressure,temperature,wind_speed,roughness_length,temperature,wind_speed
2010-01-01 00:02:55+01:00,100873,265.18,3.04056,0.15,265.13,5.82056
2010-01-01 00:02:56+01:00,100862,265.15,3.45218,0.15,265.13,6.51218
2010-01-01 00:02:57+01:00,100857,265.44,4.14499,0.15,265.36,7.04499
2010-01-01 00:02:58+01:00,100856,265.83,4.5154,0.15,265.75,6.7854
2010-01-01 00:02:59+01:00,100849,266.24,5.0034,0.15,266.19,8.1234
2010-01-01 00:03:00+01:00,100829,266.58,5.76208,0.15,266.55,8.37208
2010-01-01 00:03:01+01:00,100802,266.68,6.30171,0.15,266.66,8.45171
2010-01-01 00:03:02+01:00,100794,266.6,6.55537,0.15,266.57,8.86537
2010-01-01 00:03:03+01:00,100769,266.32,6.33082,0.15,266.26,8.78082
2010-01-01 00:03:04+01:00,100727,265.93,6.13089,0.15,265.87,8.44089
2010-01-01 00:03:05+01:00,100682,265.63,6.42829,0.15,265.6,8.56829
2010-01-01 00:03:06+01:00,100639,265.38,6.443,0.15,265.3,8.963
2010-01-01 00:03:07+01:00,100593,265.15,6.53751,0.15,265.11,9.01751
2010-01-01 00:03:08+01:00,100560,264.97,6.58345,0.15,264.91,8.81345
2010-01-01 00:03:09+01:00,100524,264.87,6.86387,0.15,264.83,9.49387
2010-01-01 00:03:10+01:00,100457,264.82,7.25291,0.15,264.78,9.45291
2010-01-01 00:03:11+01:00,100403,264.89,7.54074,0.15,264.82,9.78074
2010-01-01 00:03:12+01:00,100360,264.98,7.94066,0.15,264.92,10.27066
2010-01-01 00:03:13+01:00,100322,265.12,8.19224,0.15,265.06,10.52224
2010-01-01 00:03:14+01:00,100290,265.37,8.3721,0.15,265.3,11.2621
2010-01-01 00:03:15+01:00,100229,265.7,8.58747,0.15,265.65,11.52747
2010-01-01 00:03:16+01:00,100175,266.23,8.94711,0.15,266.19,11.89711
2010-01-01 00:03:17+01:00,100140,266.76,9.47753,0.15,266.7,11.71753
2010-01-01 00:03:18+01:00,100120,267.13,9.58088,0.15,267.05,12.45088
2010-01-01 00:03:19+01:00,100077,267.34,9.27084,0.15,267.28,11.89084
